m	752	301	10	10	0	0	600s	100	1	8001
m	755	184	10	10	0	0	600s	100	1	8001
m	665	87	10	10	0	0	600s	100	1	8001
m	571	143	10	10	0	0	600s	100	1	8001
m	945	228	10	10	0	0	600s	100	1	8001
m	857	537	10	10	0	0	600s	100	1	8002
m	909	743	10	10	0	0	600s	100	1	8002
m	813	797	10	10	0	0	600s	100	1	8002
m	809	704	10	10	0	0	600s	100	1	8002
m	925	827	10	10	0	0	600s	100	1	8003
m	915	1008	10	10	0	0	600s	100	1	8003
m	873	880	10	10	0	0	600s	100	1	8003
m	713	804	10	10	0	0	600s	100	1	8004
m	702	925	10	10	0	0	600s	100	1	8004
m	624	808	10	10	0	0	600s	100	1	8004
m	569	750	10	10	0	0	600s	100	1	8005
m	471	651	10	10	0	0	600s	100	1	8005
m	502	774	10	10	0	0	600s	100	1	8005
m	434	589	10	10	0	0	600s	100	1	8001
m	487	415	10	10	0	0	600s	100	1	8001
m	438	408	10	10	0	0	600s	100	1	8001
m	464	205	10	10	0	0	600s	100	1	8002
m	344	161	10	10	0	0	600s	100	1	8002
m	283	223	10	10	0	0	600s	100	1	8002
m	306	304	10	10	0	0	600s	100	1	8003
m	252	456	10	10	0	0	600s	100	1	8003
m	191	297	10	10	0	0	600s	100	1	8003
m	91	590	10	10	0	0	600s	100	1	8004
m	147	734	10	10	0	0	600s	100	1	8004
m	184	833	10	10	0	0	600s	100	1	8004
m	163	928	10	10	0	0	600s	100	1	8005
m	107	1010	10	10	0	0	600s	100	1	8005
m	267	1091	10	10	0	0	600s	100	1	8005
m	354	755	10	10	0	0	600s	100	1	8001
m	471	956	10	10	0	0	600s	100	1	8001
m	610	1038	10	10	0	0	600s	100	1	8001
