ra	243	231	10	10	0	0	0s	100	1	2363
ra	224	232	10	10	0	0	0s	100	1	2363
ra	249	237	10	10	0	0	0s	100	1	2363
ra	247	243	10	10	0	0	0s	100	1	2363
ra	238	251	10	10	0	0	0s	100	1	2363
ra	258	251	10	10	0	0	0s	100	1	2363
ra	291	258	10	10	0	0	0s	100	1	2363
ra	221	259	10	10	0	0	0s	100	1	2363
ra	257	259	10	10	0	0	0s	100	1	2363
ra	243	260	10	10	0	0	0s	100	1	2363
ra	231	265	10	10	0	0	0s	100	1	2363
ra	286	267	10	10	0	0	0s	100	1	2363
ra	247	268	10	10	0	0	0s	100	1	2363
ra	277	268	10	10	0	0	0s	100	1	2363
ra	218	270	10	10	0	0	0s	100	1	2363
ra	264	270	10	10	0	0	0s	100	1	2363
ra	294	274	10	10	0	0	0s	100	1	2363
ra	250	275	10	10	0	0	0s	100	1	2363
ra	215	276	10	10	0	0	0s	100	1	2363
ra	226	278	10	10	0	0	0s	100	1	2363
ra	233	280	10	10	0	0	0s	100	1	2363
ra	290	280	10	10	0	0	0s	100	1	2363
ra	245	282	10	10	0	0	0s	100	1	2363
ra	266	283	10	10	0	0	0s	100	1	2363
ra	280	286	10	10	0	0	0s	100	1	2363
ra	233	288	10	10	0	0	0s	100	1	2363
ra	208	295	10	10	0	0	0s	100	1	2363
ra	253	152	10	10	0	0	0s	100	1	2361
ra	230	154	10	10	0	0	0s	100	1	2361
ra	262	155	10	10	0	0	0s	100	1	2361
ra	241	167	10	10	0	0	0s	100	1	2361
ra	195	168	10	10	0	0	0s	100	1	2361
ra	218	168	10	10	0	0	0s	100	1	2361
ra	282	168	10	10	0	0	0s	100	1	2361
ra	229	173	10	10	0	0	0s	100	1	2361
ra	268	175	10	10	0	0	0s	100	1	2361
ra	281	176	10	10	0	0	0s	100	1	2361
ra	184	181	10	10	0	0	0s	100	1	2361
ra	168	183	10	10	0	0	0s	100	1	2361
ra	212	183	10	10	0	0	0s	100	1	2361
ra	191	186	10	10	0	0	0s	100	1	2361
ra	180	190	10	10	0	0	0s	100	1	2361
ra	284	200	10	10	0	0	0s	100	1	2361
ra	292	205	10	10	0	0	0s	100	1	2361
ra	181	210	10	10	0	0	0s	100	1	2361
ra	296	216	10	10	0	0	0s	100	1	2361
ra	304	216	10	10	0	0	0s	100	1	2361
ra	323	217	10	10	0	0	0s	100	1	2361
ra	342	218	10	10	0	0	0s	100	1	2361
ra	350	219	10	10	0	0	0s	100	1	2361
ra	335	225	10	10	0	0	0s	100	1	2361
ra	181	227	10	10	0	0	0s	100	1	2361
ra	321	227	10	10	0	0	0s	100	1	2361
ra	331	236	10	10	0	0	0s	100	1	2361
ra	172	242	10	10	0	0	0s	100	1	2361
ra	165	247	10	10	0	0	0s	100	1	2361
ra	158	248	10	10	0	0	0s	100	1	2361
ra	142	256	10	10	0	0	0s	100	1	2361
ra	156	256	10	10	0	0	0s	100	1	2361
ra	136	258	10	10	0	0	0s	100	1	2361
ra	341	258	10	10	0	0	0s	100	1	2361
ra	354	258	10	10	0	0	0s	100	1	2361
ra	358	261	10	10	0	0	0s	100	1	2361
ra	345	265	10	10	0	0	0s	100	1	2361
ra	144	268	10	10	0	0	0s	100	1	2361
ra	359	272	10	10	0	0	0s	100	1	2361
ra	139	273	10	10	0	0	0s	100	1	2361
ra	149	274	10	10	0	0	0s	100	1	2361
ra	356	283	10	10	0	0	0s	100	1	2361
ra	148	284	10	10	0	0	0s	100	1	2361
ra	354	289	10	10	0	0	0s	100	1	2361
ra	145	290	10	10	0	0	0s	100	1	2361
ra	150	293	10	10	0	0	0s	100	1	2361
ra	343	294	10	10	0	0	0s	100	1	2361
ra	336	301	10	10	0	0	0s	100	1	2361
ra	355	301	10	10	0	0	0s	100	1	2361
ra	150	304	10	10	0	0	0s	100	1	2361
ra	156	304	10	10	0	0	0s	100	1	2361
ra	347	316	10	10	0	0	0s	100	1	2361
ra	165	317	10	10	0	0	0s	100	1	2361
