m	257	397	10	10	0	0	600s	100	1	8008
m	446	341	10	10	0	0	600s	100	1	8008
m	469	518	10	10	0	0	600s	100	1	8008
m	518	845	10	10	0	0	600s	100	1	8009
m	292	644	10	10	0	0	600s	100	1	8010
m	395	861	10	10	0	0	600s	100	1	8010
m	348	994	10	10	0	0	600s	100	1	8008
m	194	1141	10	10	0	0	600s	100	1	8008
m	322	1296	10	10	0	0	600s	100	1	8008
m	196	770	10	10	0	0	600s	100	1	8009
m	362	1394	10	10	0	0	600s	100	1	8009
m	511	1141	10	10	0	0	600s	100	1	8010
m	602	1387	10	10	0	0	600s	100	1	8010
m	586	908	10	10	0	0	600s	100	1	8010
m	700	1092	10	10	0	0	600s	100	1	8010
m	605	626	10	10	0	0	600s	100	1	8008
m	770	971	10	10	0	0	600s	100	1	8008
m	637	406	10	10	0	0	600s	100	1	8008
m	609	126	10	10	0	0	600s	100	1	8009
m	752	268	10	10	0	0	600s	100	1	8009
m	320	145	10	10	0	0	600s	100	1	8009
m	1039	126	10	10	0	0	600s	100	1	8010
m	1041	264	10	10	0	0	600s	100	1	8010
m	1179	430	10	10	0	0	600s	100	1	8010
m	1062	357	10	10	0	0	600s	100	1	8008
m	1282	572	10	10	0	0	600s	100	1	8008
m	1403	385	10	10	0	0	600s	100	1	8008
m	1410	885	10	10	0	0	600s	100	1	8008
m	1181	983	10	10	0	0	600s	100	1	8008
m	1375	1184	10	10	0	0	600s	100	1	8008
m	1055	1015	10	10	0	0	600s	100	1	8008
m	810	901	10	10	0	0	600s	100	1	8008
m	915	1127	10	10	0	0	600s	100	1	8008
m	789	1118	10	10	0	0	600s	100	1	8008
m	855	611	10	10	0	0	600s	100	1	8008
m	885	611	10	10	0	0	600s	100	1	8009
m	868	631	10	10	0	0	600s	100	1	8010
