ga	486	217	10	10	0	0	0s	100	1	1162
ga	478	218	10	10	0	0	0s	100	1	1162
ga	456	222	10	10	0	0	0s	100	1	1162
ga	467	222	10	10	0	0	0s	100	1	1162
ga	472	223	10	10	0	0	0s	100	1	1162
ga	504	223	10	10	0	0	0s	100	1	1162
ga	487	227	10	10	0	0	0s	100	1	1162
ga	508	229	10	10	0	0	0s	100	1	1162
ga	435	231	10	10	0	0	0s	100	1	1162
ga	474	231	10	10	0	0	0s	100	1	1162
ga	494	233	10	10	0	0	0s	100	1	1162
ga	522	234	10	10	0	0	0s	100	1	1162
ga	454	235	10	10	0	0	0s	100	1	1162
ga	461	237	10	10	0	0	0s	100	1	1162
ga	522	241	10	10	0	0	0s	100	1	1162
ga	531	242	10	10	0	0	0s	100	1	1162
ga	452	245	10	10	0	0	0s	100	1	1162
ga	437	247	10	10	0	0	0s	100	1	1162
ga	442	250	10	10	0	0	0s	100	1	1162
ga	534	255	10	10	0	0	0s	100	1	1162
ga	517	256	10	10	0	0	0s	100	1	1162
ga	419	257	10	10	0	0	0s	100	1	1162
ga	426	257	10	10	0	0	0s	100	1	1162
ga	526	260	10	10	0	0	0s	100	1	1162
ga	539	266	10	10	0	0	0s	100	1	1162
ga	412	269	10	10	0	0	0s	100	1	1162
ga	421	269	10	10	0	0	0s	100	1	1162
ga	433	275	10	10	0	0	0s	100	1	1162
ga	546	279	10	10	0	0	0s	100	1	1162
ga	529	280	10	10	0	0	0s	100	1	1162
ga	420	282	10	10	0	0	0s	100	1	1162
ga	551	286	10	10	0	0	0s	100	1	1162
ga	413	287	10	10	0	0	0s	100	1	1162
ga	431	290	10	10	0	0	0s	100	1	1162
ga	546	292	10	10	0	0	0s	100	1	1162
ga	535	293	10	10	0	0	0s	100	1	1162
ga	413	295	10	10	0	0	0s	100	1	1162
ga	421	298	10	10	0	0	0s	100	1	1162
ga	431	306	10	10	0	0	0s	100	1	1162
ga	546	308	10	10	0	0	0s	100	1	1162
ga	528	310	10	10	0	0	0s	100	1	1162
ga	536	310	10	10	0	0	0s	100	1	1162
ga	543	316	10	10	0	0	0s	100	1	1162
ga	437	317	10	10	0	0	0s	100	1	1162
ga	512	321	10	10	0	0	0s	100	1	1162
ga	518	325	10	10	0	0	0s	100	1	1162
ga	535	326	10	10	0	0	0s	100	1	1162
ga	420	330	10	10	0	0	0s	100	1	1162
ga	444	331	10	10	0	0	0s	100	1	1162
