m	170	170	50	50	0	0	1s	100	1	2493
r	140	140	90	90	0	0	30s	100	1	50000
r	140	140	90	90	0	0	30s	100	1	50000
r	140	140	90	90	0	0	30s	100	1	50000
r	140	140	90	90	0	0	30s	100	1	50000
r	140	140	90	90	0	0	30s	100	1	50000
r	140	140	90	90	0	0	30s	100	1	50000
r	140	140	90	90	0	0	30s	100	1	50000
r	140	140	90	90	0	0	30s	100	1	2407
r	140	140	90	90	0	0	30s	100	1	2407
r	140	140	90	90	0	0	30s	100	1	2407
r	140	140	90	90	0	0	30s	100	1	2407
r	140	140	90	90	0	0	30s	100	1	2407
r	140	140	90	90	0	0	30s	100	1	2407
r	140	140	90	90	0	0	30s	100	1	2407
