m	153	204	150	200	0	0	1700s	100	1	8055
m	233	531	150	200	0	0	1750s	100	1	8055
m	642	1129	150	200	0	0	1800s	100	1	8055
m	906	1350	150	200	0	0	1850s	100	1	8055
m	879	120	150	200	0	0	1900s	100	1	8054
m	908	576	150	200	0	0	1950s	100	1	8054
m	731	632	150	200	0	0	2000s	100	1	8054

//mine_regen_³ú¼º»ê										
r	141	1343	100	100	0	0	3450s	100	1	2008
r	226	793	100	100	0	0	3475s	100	1	2008
r	251	124	100	100	0	0	3500s	100	1	2008
r	915	153	100	100	0	0	3525s	100	1	2008
r	710	1413	100	100	0	0	3550s	100	1	2008
r	207	1130	100	100	0	0	3575s	100	1	2008
r	243	448	100	100	0	0	3600s	100	1	2008
r	575	167	100	100	0	0	3625s	100	1	2008
r	785	1024	100	100	0	0	3650s	100	1	2008
r	642	687	100	100	0	0	3675s	100	1	2008
